address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,cost_for_two,reviews_list,cuisines_count,service_type,city_list,high_rated,cuisine_count,multi_cuisine
"Address_202, Bangalore",Resto_202,No,No,3.2,2644,080-1942977,Indiranagar,Cafe,Pasta,"Italian, Mexican, Desserts, Beverages",,Sample Review Text...,4,Delivery,Bengaluru,0,4,3+ Cuisines
"Address_653, Bangalore",Onesta,No,Yes,2.4,2133,080-8386629,HSR Layout,Quick Service Restaurant,Salad,"Italian, Chinese, Thai, Desserts, Beverages",200.0,Sample Review Text...,5,Delivery,Bengaluru,0,5,3+ Cuisines
"Address_88, Bangalore",Resto_88,No,Yes,2.2,919,080-5813037,Koramangala,Quick Service Restaurant,Salad,Thai,600.0,Sample Review Text...,1,Pubs and bars,Bengaluru,0,1,1-2 Cuisines
"Address_819, Bangalore",Nandhana Palace,Yes,Yes,2.3,304,080-2466111,Jayanagar,Quick Service Restaurant,Pizza,South Indian,,Sample Review Text...,1,Delivery,Bengaluru,0,1,1-2 Cuisines
"Address_375, Bangalore",Leon Grill,No,No,4.1,87,080-9717785,Whitefield,Cafe,Sushi,North Indian,800.0,Sample Review Text...,1,Cafes,Bengaluru,1,1,1-2 Cuisines
"Address_672, Bangalore",Resto_672,Yes,Yes,2.1,2211,080-8462919,HSR Layout,Casual Dining,Pasta,"North Indian, Thai, Italian, South Indian",3000.0,Sample Review Text...,4,Cafes,Bengaluru,0,4,3+ Cuisines
"Address_264, Bangalore",Pizza Hut,Yes,Yes,3.2,19,080-2963085,Whitefield,Cafe,Dosa,"Beverages, Chinese, Fast Food, Continental",1000.0,Sample Review Text...,4,Buffet,Bengaluru,0,4,3+ Cuisines
"Address_285, Bangalore",Empire Restaurant,Yes,No,2.9,1476,080-3807840,Koramangala,Bar,Dosa,"Chinese, Italian",1500.0,Sample Review Text...,2,Buffet,Bengaluru,0,2,1-2 Cuisines
"Address_464, Bangalore",Resto_464,No,No,2.5,246,080-9561890,Marathahalli,Quick Service Restaurant,Dosa,"Continental, Mexican, Thai, Beverages, Desserts",800.0,Sample Review Text...,5,Delivery,Bengaluru,0,5,3+ Cuisines
"Address_675, Bangalore",Resto_675,No,Yes,2.8,620,080-2488335,Marathahalli,Bar,Burgers,"Desserts, Continental",600.0,Sample Review Text...,2,Delivery,Bengaluru,0,2,1-2 Cuisines
"Address_828, Bangalore",Leon Grill,No,No,3.4,2964,080-6423780,Marathahalli,Bakery,Salad,"South Indian, Desserts, North Indian, Fast Food",400.0,Sample Review Text...,4,Buffet,Bengaluru,0,4,3+ Cuisines
"Address_933, Bangalore",Onesta,Yes,No,2.0,312,080-7918250,Indiranagar,Pub,Pizza,"Italian, Mexican",200.0,Sample Review Text...,2,Delivery,Bengaluru,0,2,1-2 Cuisines
"Address_119, Bangalore",Onesta,Yes,No,4.3,1354,080-4240708,Jayanagar,Fine Dining,Pasta,"Continental, South Indian, North Indian, Thai",1200.0,Sample Review Text...,4,Buffet,Bengaluru,1,4,3+ Cuisines
"Address_942, Bangalore",Nandhana Palace,No,Yes,3.0,557,080-2499599,Jayanagar,Casual Dining,Pasta,"Desserts, Italian, South Indian, Mexican",800.0,Sample Review Text...,4,Buffet,Bengaluru,0,4,3+ Cuisines
"Address_786, Bangalore",Leon Grill,No,Yes,2.9,2855,080-6275739,Whitefield,Quick Service Restaurant,Biryani,"Fast Food, Beverages",1500.0,Sample Review Text...,2,Buffet,Bengaluru,0,2,1-2 Cuisines
"Address_507, Bangalore",Resto_507,Yes,No,2.6,1539,080-8444490,HSR Layout,Fine Dining,Sushi,Italian,,Sample Review Text...,1,Dine-out,Bengaluru,0,1,1-2 Cuisines
"Address_374, Bangalore",Resto_374,Yes,No,2.2,674,080-1380679,Whitefield,Casual Dining,Dosa,"Desserts, South Indian",800.0,Sample Review Text...,2,Cafes,Bengaluru,0,2,1-2 Cuisines
"Address_635, Bangalore",Leon Grill,No,No,4.7,1986,080-3030620,HSR Layout,Casual Dining,Pizza,North Indian,600.0,Sample Review Text...,1,Dine-out,Bengaluru,1,1,1-2 Cuisines
"Address_762, Bangalore",KFC,Yes,Yes,4.3,584,080-2765436,HSR Layout,Fine Dining,Burgers,Chinese,1500.0,Sample Review Text...,1,Dine-out,Bengaluru,1,1,1-2 Cuisines
"Address_72, Bangalore",Resto_72,No,Yes,3.7,1757,080-6889195,Koramangala,Pub,Biryani,"North Indian, South Indian, Continental",,Sample Review Text...,3,Dine-out,Bengaluru,0,3,3+ Cuisines
"Address_62, Bangalore",Nandhana Palace,Yes,No,,2299,080-2957497,JP Nagar,Pub,Pasta,"Chinese, Desserts",1000.0,Sample Review Text...,2,Delivery,Bengaluru,0,2,1-2 Cuisines
"Address_717, Bangalore",Resto_717,No,Yes,3.4,1503,080-1394773,Koramangala,Pub,Dosa,"Continental, Mexican, Thai",1000.0,Sample Review Text...,3,Dine-out,Bengaluru,0,3,3+ Cuisines
"Address_326, Bangalore",Resto_326,No,No,2.8,355,080-2882928,Marathahalli,Cafe,Sushi,"Desserts, Continental, Italian",2500.0,Sample Review Text...,3,Delivery,Bengaluru,0,3,3+ Cuisines
"Address_172, Bangalore",Leon Grill,Yes,Yes,4.0,671,080-2980663,Marathahalli,Quick Service Restaurant,Biryani,"Beverages, Continental, South Indian, Desserts, Chinese",1000.0,Sample Review Text...,5,Drinks & nightlife,Bengaluru,1,5,3+ Cuisines
"Address_979, Bangalore",McDonald's,No,Yes,3.3,2735,080-3363089,Whitefield,Quick Service Restaurant,Steak,"Fast Food, North Indian, South Indian",3000.0,Sample Review Text...,3,Drinks & nightlife,Bengaluru,0,3,3+ Cuisines
"Address_283, Bangalore",Onesta,No,No,2.1,328,080-5195637,Jayanagar,Casual Dining,Steak,"Mexican, Chinese, Desserts",600.0,Sample Review Text...,3,Delivery,Bengaluru,0,3,3+ Cuisines
"Address_712, Bangalore",Burger King,No,Yes,3.9,2402,080-7680364,Koramangala,Cafe,Pizza,"South Indian, Italian, Thai, Fast Food, Mexican",,Sample Review Text...,5,Pubs and bars,Bengaluru,0,5,3+ Cuisines
"Address_274, Bangalore",Resto_274,No,No,3.1,1173,080-7790959,Marathahalli,Fine Dining,Pizza,"South Indian, Thai",1500.0,Sample Review Text...,2,Delivery,Bengaluru,0,2,1-2 Cuisines
"Address_425, Bangalore",McDonald's,No,Yes,4.7,2607,080-8889444,Marathahalli,Casual Dining,Dosa,"South Indian, North Indian",800.0,Sample Review Text...,2,Dine-out,Bengaluru,1,2,1-2 Cuisines
"Address_898, Bangalore",Leon Grill,No,No,3.0,1517,080-7800102,Indiranagar,Quick Service Restaurant,Steak,"Desserts, Fast Food",1500.0,Sample Review Text...,2,Dine-out,Bengaluru,0,2,1-2 Cuisines
"Address_946, Bangalore",Burger King,No,Yes,,200,080-9655209,Koramangala,Fine Dining,Dosa,"Italian, Mexican, Thai",1200.0,Sample Review Text...,3,Buffet,Bengaluru,0,3,3+ Cuisines
"Address_82, Bangalore",Onesta,Yes,No,2.8,1674,080-5767195,JP Nagar,Fine Dining,Dosa,"North Indian, Thai, Chinese, South Indian, Fast Food",2500.0,Sample Review Text...,5,Pubs and bars,Bengaluru,0,5,3+ Cuisines
"Address_280, Bangalore",Burger King,No,Yes,4.1,1596,080-5561139,MG Road,Cafe,Dosa,"Chinese, Mexican, Italian",2500.0,Sample Review Text...,3,Pubs and bars,Bengaluru,1,3,3+ Cuisines
"Address_943, Bangalore",Burger King,Yes,No,4.0,1383,080-1509145,Koramangala,Casual Dining,Pizza,North Indian,200.0,Sample Review Text...,1,Drinks & nightlife,Bengaluru,1,1,1-2 Cuisines
"Address_661, Bangalore",Resto_661,No,Yes,2.7,1334,080-7044611,JP Nagar,Bar,Sushi,"Chinese, Mexican, Continental, Fast Food",200.0,Sample Review Text...,4,Cafes,Bengaluru,0,4,3+ Cuisines
"Address_726, Bangalore",KFC,No,No,3.1,432,080-5803038,JP Nagar,Pub,Salad,"Beverages, Mexican, Italian, Fast Food, Desserts",2000.0,Sample Review Text...,5,Dine-out,Bengaluru,0,5,3+ Cuisines
"Address_613, Bangalore",Resto_613,No,Yes,4.5,1063,080-7367900,Koramangala,Casual Dining,Dosa,Continental,400.0,Sample Review Text...,1,Pubs and bars,Bengaluru,1,1,1-2 Cuisines
"Address_153, Bangalore",Empire Restaurant,Yes,Yes,4.0,256,080-9212178,Indiranagar,Bar,Sushi,"South Indian, Thai, Beverages, Chinese, Italian",400.0,Sample Review Text...,5,Buffet,Bengaluru,1,5,3+ Cuisines
"Address_269, Bangalore",Onesta,Yes,No,4.0,715,080-2690268,Marathahalli,Casual Dining,Sushi,"Desserts, Thai, North Indian, Fast Food, Beverages",800.0,Sample Review Text...,5,Drinks & nightlife,Bengaluru,1,5,3+ Cuisines
"Address_855, Bangalore",KFC,Yes,Yes,4.7,2846,080-1521728,Whitefield,Cafe,Dosa,"Continental, Italian, Chinese, Mexican",,Sample Review Text...,4,Delivery,Bengaluru,1,4,3+ Cuisines
"Address_423, Bangalore",Burger King,No,No,2.4,2291,080-6690441,Koramangala,Pub,Salad,"Continental, South Indian",2500.0,Sample Review Text...,2,Dine-out,Bengaluru,0,2,1-2 Cuisines
"Address_595, Bangalore",Resto_595,No,No,4.7,406,080-7900127,Indiranagar,Bar,Pizza,Chinese,200.0,Sample Review Text...,1,Cafes,Bengaluru,1,1,1-2 Cuisines
"Address_701, Bangalore",Leon Grill,No,Yes,2.1,2492,080-6728622,HSR Layout,Fine Dining,Salad,"Mexican, South Indian, North Indian, Beverages, Fast Food",2500.0,Sample Review Text...,5,Buffet,Bengaluru,0,5,3+ Cuisines
"Address_839, Bangalore",Resto_839,No,No,3.6,366,080-1406431,HSR Layout,Bakery,Biryani,"Chinese, Continental",,Sample Review Text...,2,Pubs and bars,Bengaluru,0,2,1-2 Cuisines
"Address_500, Bangalore",Nandhana Palace,Yes,No,4.2,689,080-3985341,Indiranagar,Fine Dining,Burgers,Continental,600.0,Sample Review Text...,1,Pubs and bars,Bengaluru,1,1,1-2 Cuisines
"Address_611, Bangalore",Resto_611,No,Yes,3.2,1232,080-7598940,Whitefield,Quick Service Restaurant,Dosa,"Mexican, Chinese, Thai",2000.0,Sample Review Text...,3,Pubs and bars,Bengaluru,0,3,3+ Cuisines
"Address_557, Bangalore",McDonald's,No,Yes,2.6,1573,080-4194945,Indiranagar,Casual Dining,Burgers,"Fast Food, Chinese",200.0,Sample Review Text...,2,Pubs and bars,Bengaluru,0,2,1-2 Cuisines
"Address_887, Bangalore",Burger King,No,No,3.7,1659,080-7165648,Whitefield,Pub,Dosa,"South Indian, Beverages, Desserts, Chinese",200.0,Sample Review Text...,4,Delivery,Bengaluru,0,4,3+ Cuisines
"Address_218, Bangalore",Nandhana Palace,No,Yes,3.4,2494,080-1661118,HSR Layout,Bar,Salad,"Beverages, Italian, Thai",1500.0,Sample Review Text...,3,Dine-out,Bengaluru,0,3,3+ Cuisines
"Address_645, Bangalore",Leon Grill,Yes,No,3.1,290,080-6551912,Indiranagar,Cafe,Biryani,"Continental, Chinese, Beverages, Italian, Desserts",200.0,Sample Review Text...,5,Dine-out,Bengaluru,0,5,3+ Cuisines
"Address_209, Bangalore",KFC,No,Yes,3.9,1948,080-3146546,JP Nagar,Pub,Dosa,"South Indian, Beverages, Fast Food",1000.0,Sample Review Text...,3,Pubs and bars,Bengaluru,0,3,3+ Cuisines
"Address_844, Bangalore",Pizza Hut,Yes,No,2.2,2564,080-4035319,HSR Layout,Pub,Sushi,"Italian, Beverages, North Indian",1000.0,Sample Review Text...,3,Dine-out,Bengaluru,0,3,3+ Cuisines
"Address_392, Bangalore",Resto_392,Yes,Yes,4.7,2374,080-2662717,JP Nagar,Quick Service Restaurant,Biryani,"Beverages, Italian",2500.0,Sample Review Text...,2,Buffet,Bengaluru,1,2,1-2 Cuisines
"Address_550, Bangalore",KFC,Yes,Yes,2.4,1724,080-9205196,JP Nagar,Casual Dining,Salad,"Italian, Desserts",1000.0,Sample Review Text...,2,Pubs and bars,Bengaluru,0,2,1-2 Cuisines
"Address_459, Bangalore",Burger King,Yes,No,2.1,1790,080-2527147,Jayanagar,Bakery,Pizza,Beverages,1200.0,Sample Review Text...,1,Delivery,Bengaluru,0,1,1-2 Cuisines
"Address_948, Bangalore",Onesta,Yes,No,3.2,2515,080-5493117,Marathahalli,Pub,Biryani,"North Indian, Beverages, South Indian",600.0,Sample Review Text...,3,Delivery,Bengaluru,0,3,3+ Cuisines
"Address_226, Bangalore",Nandhana Palace,No,Yes,3.3,1396,080-8937865,JP Nagar,Bar,Sushi,Italian,2000.0,Sample Review Text...,1,Pubs and bars,Bengaluru,0,1,1-2 Cuisines
"Address_532, Bangalore",Burger King,Yes,No,2.3,1624,080-8467845,Marathahalli,Quick Service Restaurant,Sushi,"South Indian, Mexican, Chinese, Beverages, Italian",1500.0,Sample Review Text...,5,Delivery,Bengaluru,0,5,3+ Cuisines
"Address_142, Bangalore",Onesta,No,Yes,4.7,1768,080-3587398,Jayanagar,Fine Dining,Steak,"Mexican, Chinese, Continental, Fast Food, Beverages",400.0,Sample Review Text...,5,Pubs and bars,Bengaluru,1,5,3+ Cuisines
